Date,Open,High,Low,Close,Adj Close,Volume
2010-01-04,0.725925,0.767407,0.725925,0.740740,0.625544,40240121
2010-01-05,0.740740,0.761481,0.714074,0.737777,0.623042,32651096
2010-01-06,0.737777,0.746666,0.722962,0.725925,0.613033,32532748
2010-01-07,0.728888,0.731851,0.696296,0.699259,0.590514,25731003
2010-01-08,0.696296,0.711111,0.672592,0.711111,0.600523,28080675
2010-01-11,0.722962,0.725925,0.705185,0.708148,0.598020,23577750
2010-01-12,0.711111,0.728888,0.687407,0.711111,0.600523,60058114
2010-01-13,0.699259,0.711111,0.687407,0.705185,0.595518,19120387
2010-01-14,0.717037,0.720000,0.684444,0.684444,0.578003,19500746
2010-01-15,0.696296,0.696296,0.675555,0.678518,0.572998,20345502
2010-01-18,0.681481,0.737777,0.675555,0.690370,0.583007,41104121
2010-01-19,0.696296,0.684444,0.711111,0.714074,0.603024,27247498
2010-01-20,0.711111,0.714074,0.693333,0.696296,0.588011,19257750
2010-01-21,0.687407,0.696296,0.681481,0.684444,0.578003,19397238
2010-01-22,0.681481,0.681481,0.628148,0.663703,0.560487,38805750
2010-01-25,0.663703,0.663703,0.663703,0.663703,0.560487,0
2010-01-26,0.663703,0.663703,0.663703,0.663703,0.560487,0
2010-01-27,0.705185,0.791111,0.657777,0.666666,0.562989,1069742028
2010-01-28,0.684444,0.702222,0.675555,0.690370,0.583007,376778253
2010-01-29,0.666666,0.687407,0.663703,0.675555,0.570496,41539503
2010-02-01,0.666666,0.678518,0.640000,0.678518,0.572998,21990484
2010-02-02,0.687407,0.687407,0.672592,0.678518,0.572998,28093500
2010-02-03,0.678518,0.699259,0.663703,0.672592,0.567994,53533348
2010-02-04,0.669629,0.669629,0.622222,0.645925,0.545474,104719496
2010-02-05,0.622222,0.648888,0.622222,0.631111,0.532964,33756746
2010-02-08,0.637037,0.642962,0.595555,0.604444,0.510444,26331746
2010-02-09,0.604444,0.616296,0.571851,0.601481,0.507942,45819000
2010-02-10,0.610370,0.634074,0.592592,0.634074,0.535466,33927325
2010-02-11,0.640000,0.651851,0.628148,0.645925,0.545474,22310434
2010-02-12,0.645925,0.678518,0.645925,0.660740,0.557985,31198500
2010-02-17,0.660740,0.669629,0.642962,0.648888,0.547976,5906250
2010-02-18,0.651851,0.687407,0.651851,0.672592,0.567994,23935500
2010-02-19,0.660740,0.666666,0.651851,0.657777,0.555483,12325493
2010-02-22,0.684444,0.687407,0.669629,0.681481,0.575501,51360750
2010-02-23,0.678518,0.746666,0.675555,0.717037,0.605527,143903246
2010-02-24,0.708148,0.755555,0.702222,0.749629,0.633050,106454239
2010-02-25,0.746666,0.785185,0.746666,0.761481,0.643059,104807280
2010-02-26,0.761481,0.770370,0.743703,0.749629,0.633050,48458243
2010-03-01,0.758518,0.767407,0.740740,0.752592,0.635553,65528996
2010-03-02,0.749629,0.826666,0.749629,0.823703,0.695605,167177246
2010-03-03,0.832592,0.841481,0.805925,0.820740,0.693103,78374243
2010-03-04,0.817777,0.829629,0.788148,0.820740,0.693103,56754000
2010-03-05,0.829629,0.853333,0.820740,0.835555,0.705614,74756250
2010-03-08,0.844444,0.865185,0.844444,0.853333,0.720627,70159496
2010-03-09,0.853333,0.853333,0.838518,0.847407,0.715622,24840000
2010-03-10,0.847407,0.859259,0.838518,0.844444,0.713120,26048246
2010-03-11,0.841481,0.853333,0.805925,0.829629,0.700609,52444125
2010-03-12,0.820740,0.829629,0.808888,0.814814,0.688098,27195753
2010-03-15,0.814814,0.900740,0.797037,0.885925,0.748150,145361243
2010-03-16,0.885925,0.924444,0.868148,0.912592,0.770670,118192489
2010-03-17,0.915555,0.930370,0.891851,0.903703,0.763164,77058337
2010-03-18,0.903703,0.930370,0.880000,0.918518,0.775675,60240712
2010-03-19,0.918518,0.954074,0.912592,0.951111,0.803199,104226746
2010-03-22,0.951111,0.951111,0.924444,0.933333,0.788186,58374000
2010-03-23,0.933333,0.945185,0.903703,0.921481,0.778177,69950243
2010-03-24,0.930370,0.936296,0.903703,0.918518,0.775675,47169671
2010-03-25,0.906666,0.912592,0.888888,0.900740,0.760661,30351371
2010-03-26,0.897777,0.942222,0.897777,0.930370,0.785684,49200739
2010-03-29,0.939259,0.951111,0.906666,0.915555,0.773172,44684996
2010-03-30,0.921481,0.936296,0.888888,0.894814,0.755657,66156750
2010-03-31,0.897777,0.918518,0.894814,0.903703,0.763164,45746339
2010-04-01,0.888888,0.921481,0.844444,0.918518,0.775675,163755499
2010-04-07,0.927407,0.939259,0.894814,0.906666,0.765666,86345993
2010-04-08,0.909629,0.915555,0.894814,0.903703,0.763164,31839405
2010-04-09,0.915555,0.915555,0.880000,0.900740,0.760661,50439371
2010-04-12,0.906666,0.930370,0.885925,0.924444,0.780679,83119489
2010-04-13,0.939259,0.983703,0.933333,0.974814,0.823216,137207250
2010-04-14,0.974814,0.983703,0.939259,0.948148,0.800697,72656993
2010-04-15,0.951111,1.001481,0.936296,0.989629,0.835727,123984000
2010-04-16,0.986666,0.989629,0.954074,0.971851,0.820714,65535750
2010-04-19,0.957037,0.974814,0.936296,0.951111,0.803199,44401503
2010-04-20,0.954074,0.989629,0.945185,0.983703,0.830722,111449246
2010-04-21,0.992592,1.013333,0.968888,0.992592,0.838229,142194443
2010-04-22,0.992592,1.034074,0.968888,1.025185,0.865753,113150246
