Date,Open,High,Low,Close,Adj Close,Volume
2010-01-04,55.691563,56.223339,55.594875,55.788246,38.043587,912890
2010-01-05,55.788246,56.078308,55.449844,55.739902,38.010632,1744762
2010-01-06,56.126652,56.126652,54.386292,54.918068,37.450188,2661296
2010-01-07,54.676350,54.821381,53.322735,53.516109,36.494156,2275476
2010-01-08,53.177708,53.177708,51.872437,52.210838,35.604061,3284778
2010-01-11,52.597584,53.467766,51.727406,51.872437,35.373287,2176913
2010-01-12,52.210838,53.661140,52.162495,53.467766,36.461185,2324088
2010-01-13,53.467766,53.467766,52.307526,53.274391,36.329319,1490924
2010-01-14,52.500900,53.419422,52.017464,52.355869,35.702950,2146086
2010-01-15,52.210838,52.694271,51.727406,52.500900,35.801853,2933264
2010-01-18,52.500900,52.500900,50.905567,51.002254,34.779888,1814943
2010-01-19,51.243973,49.358582,50.808880,51.389000,35.043613,3601838
2010-01-20,50.760536,52.210838,49.793671,51.050598,34.812847,3712142
2010-01-21,51.534031,51.534031,50.035385,50.422134,34.384285,3832497
2010-01-22,50.228760,50.277103,48.391712,50.035385,34.120548,5267857
2010-01-25,49.165207,50.325447,49.116863,50.035385,34.120548,2127844
2010-01-26,50.035385,50.712193,48.730118,49.503609,33.757904,5230969
2010-01-27,51.002254,51.002254,49.358582,49.842014,33.988678,2478073
2010-01-28,50.277103,51.824093,49.987041,51.195629,34.911758,2561416
2010-01-29,51.243973,51.437344,49.793671,50.277103,34.285385,2522214
2010-02-01,50.712193,52.597584,50.518822,51.195629,34.911758,2912789
2010-02-02,52.017464,52.645927,50.470478,51.050598,34.812847,2627321
2010-02-03,51.920776,52.259182,51.485687,51.679062,35.241421,1944527
2010-02-04,51.485687,51.679062,50.373791,50.422134,34.384285,1058381
2010-02-05,49.310238,49.648640,48.149994,48.681774,33.197487,3600640
2010-02-08,48.343369,50.180416,48.343369,49.793671,33.955711,2457088
2010-02-09,49.987041,50.325447,49.116863,50.277103,34.285385,1953835
2010-02-10,51.389000,51.437344,49.600296,49.745327,33.922749,1752686
2010-02-11,49.793671,50.083729,48.826801,49.600296,33.823853,1141109
2010-02-12,49.745327,49.745327,49.116863,49.358582,33.659016,1215346
2010-02-17,50.277103,50.470478,49.165207,49.503609,33.757904,2553915
2010-02-18,49.503609,49.987041,49.068520,49.310238,33.626057,1483769
2010-02-19,50.035385,50.035385,49.261894,49.938702,34.054619,1006386
2010-02-22,50.567165,51.437344,49.987041,50.567165,34.483185,1612833
2010-02-23,49.987041,51.147285,49.793671,50.712193,34.582085,1525416
2010-02-24,50.277103,51.147285,50.083729,50.373791,34.351315,1042172
