Date,Open,High,Low,Close,Adj Close,Volume
2020-06-18,239.0,239.0,228.600006,234.0,234.0,29789263
2020-06-19,234.0,235.600006,233.399994,233.600006,233.600006,7588265
2020-06-22,229.80000299999998,230.0,226.80000299999998,228.0,228.0,8716948
2020-06-23,227.0,231.600006,226.0,230.0,230.0,5800950
2020-06-24,232.600006,235.399994,231.80000299999998,234.80000299999998,234.80000299999998,7307560
2020-06-26,234.80000299999998,236.0,233.399994,234.399994,234.399994,3147850
2020-06-29,232.0,232.19999700000002,228.19999700000002,229.80000299999998,229.80000299999998,4125307
2020-06-30,231.19999700000002,232.80000299999998,228.399994,231.80000299999998,231.80000299999998,2175206
2020-07-02,232.399994,235.80000299999998,231.399994,235.80000299999998,235.80000299999998,4620079
2020-07-03,236.19999700000002,236.80000299999998,234.399994,235.600006,235.600006,4343783
2020-07-06,237.0,245.0,236.0,244.80000299999998,244.80000299999998,5452223
2020-07-07,248.399994,248.600006,240.19999700000002,242.0,242.0,4434131
2020-07-08,237.0,247.600006,236.600006,247.600006,247.600006,4511655
2020-07-09,252.600006,271.600006,252.0,266.0,266.0,11022464
2020-07-10,264.0,266.0,257.0,260.399994,260.399994,5766817
2020-07-13,256.799988,259.0,252.19999700000002,255.600006,255.600006,5257759
2020-07-14,243.19999700000002,244.399994,238.600006,241.80000299999998,241.80000299999998,9143476
2020-07-15,242.19999700000002,243.399994,239.0,241.19999700000002,241.19999700000002,3617890
2020-07-16,243.80000299999998,244.0,233.0,235.0,235.0,5553074
2020-07-17,239.0,244.19999700000002,238.80000299999998,240.600006,240.600006,3488903
2020-07-20,242.19999700000002,243.600006,238.0,241.80000299999998,241.80000299999998,2322904
2020-07-21,251.19999700000002,254.19999700000002,248.19999700000002,254.19999700000002,254.19999700000002,4671746
2020-07-22,244.399994,248.19999700000002,242.0,242.19999700000002,242.19999700000002,8166401
2020-07-23,241.399994,243.80000299999998,238.600006,241.600006,241.600006,4145525
2020-07-24,235.0,238.600006,231.80000299999998,234.80000299999998,234.80000299999998,7106385
2020-07-27,236.0,239.0,234.19999700000002,236.80000299999998,236.80000299999998,2997808
2020-07-28,242.0,245.0,241.19999700000002,243.399994,243.399994,3109197
2020-07-29,239.19999700000002,240.0,238.19999700000002,239.80000299999998,239.80000299999998,2066347
2020-07-30,241.600006,242.80000299999998,239.80000299999998,240.80000299999998,240.80000299999998,1537150
2020-07-31,243.19999700000002,244.0,238.80000299999998,240.80000299999998,240.80000299999998,1722539
2020-08-03,245.0,247.399994,245.0,247.19999700000002,247.19999700000002,3302847
2020-08-04,250.0,252.0,248.0,252.0,252.0,3337203
2020-08-05,251.600006,253.0,249.19999700000002,253.0,253.0,1656440
2020-08-06,253.600006,254.80000299999998,250.399994,254.0,254.0,1840278
2020-08-07,250.80000299999998,250.80000299999998,241.19999700000002,246.399994,246.399994,4084993
2020-08-10,241.80000299999998,243.399994,239.0,240.399994,240.399994,2688482
2020-08-11,240.399994,244.0,240.399994,242.399994,242.399994,2721861
2020-08-12,239.0,241.600006,236.80000299999998,241.0,241.0,3717897
2020-08-13,244.399994,245.600006,243.0,244.399994,244.399994,1825042
2020-08-14,244.399994,244.399994,242.399994,243.0,243.0,1421558
2020-08-17,241.600006,246.600006,238.0,242.600006,242.600006,4163589
2020-08-18,256.0,266.0,255.80000299999998,265.600006,265.600006,17077458
2020-08-19,268.399994,279.600006,268.399994,278.0,278.0,7451163
2020-08-20,279.399994,280.0,274.0,279.799988,279.799988,4811896
2020-08-21,286.600006,291.0,285.600006,287.600006,287.600006,6479102
2020-08-24,290.0,300.600006,289.799988,299.0,299.0,6424380
2020-08-25,299.0,306.0,294.399994,298.0,298.0,7810400
2020-08-26,310.799988,321.600006,306.799988,315.799988,315.799988,9122156
2020-08-27,315.0,322.600006,307.399994,316.600006,316.600006,7458833
2020-08-28,309.0,312.0,307.0,308.399994,308.399994,6864653
2020-08-31,310.0,317.399994,310.0,310.600006,310.600006,3569552
2020-09-01,306.399994,312.0,305.0,309.200012,309.200012,4629256
2020-09-02,326.0,337.200012,322.200012,332.0,332.0,8081230
2020-09-03,323.0,328.200012,320.200012,323.200012,323.200012,6026765
2020-09-04,305.0,309.600006,300.0,307.799988,307.799988,10782370
2020-09-07,306.799988,314.0,302.399994,305.799988,305.799988,4106816
2020-09-08,310.0,310.200012,296.399994,305.0,305.0,3356261
2020-09-09,293.200012,297.799988,291.799988,295.600006,295.600006,4512619
